student_id,session_id,activity_type,activity_score,response_time,mistakes_count,feedback_rating,audio_features,writing_features,interaction_duration,device_type,timestamp,environment_temp,environment_noise_level,performance_category
17,e0ed2f1b-d061-4234-9d77-356a21e928a0,reading,96.38,4.16,3,3,"[0.8377093025024132, 0.9994152704249801, 0.29028813219902005, 0.33865366706502004, 0.6965738088711991]","[96.54486346006212, 91.58143481907439, 50.28755200655849]",48.73,smartboard,2024-03-10 05:46:37,20.68,59.32,1
96,d5f77dd2-256e-490b-a89a-0e0611789823,listening,98.57,3.31,5,2,"[0.36948081232279595, 0.19013949775609024, 0.3445458390083618, 0.8343602104736859, 0.4404840464487335]","[8.839696714675839, 34.22255247789045, 98.138333424128]",39.63,tablet,2024-05-21 12:02:38,22.08,35.0,1
33,c57d407a-5ad1-4b19-9ce4-5a17dd037731,speaking,99.45,8.57,5,4,"[0.3533295722058275, 0.1630618261490705, 0.15096300163980225, 0.20834033455498047, 0.6226917252529794]","[92.87634212054924, 49.674342800598446, 84.29454824561972]",29.52,wearable,2024-01-24 21:33:42,23.54,51.96,1
24,7c8ab0e9-eccc-4449-ba04-40c9fe8375ad,speaking,66.96,4.89,5,1,"[0.6735719408842216, 0.1636269473659296, 0.42538616898666093, 0.5813195196530733, 0.9966020437401748]","[47.45335626224407, 81.60567571143235, 43.206728506661776]",48.8,smartboard,2024-05-24 21:08:36,22.98,56.6,0
76,6a9e7dc9-0c44-4fda-9a52-4248132bb9bc,writing,76.44,6.83,5,5,"[0.6670168125569447, 0.475644647620426, 0.22988083931873338, 0.184203466221102, 0.11500439553966979]","[87.35342642452146, 23.647491223869455, 21.150674928176805]",45.48,wearable,2024-08-04 16:17:40,21.6,45.18,0
50,a69a1ce3-55a9-4a33-90ed-a672054bf402,reading,66.5,9.68,4,5,"[0.8664232600155136, 0.8774106606685029, 0.4660963737148047, 0.7861250923364556, 0.22948853985080214]","[0.8619002591780278, 1.9972932578028124, 58.660173740456045]",30.05,tablet,2024-12-04 01:18:27,22.59,30.22,0
22,babe69b2-9fdc-4c03-8261-ba90b006f15c,listening,76.91,7.74,2,3,"[0.49842433177069223, 0.758997285681, 0.3097170679571513, 0.8318278040335529, 0.6295881164081071]","[21.076309942990623, 23.672047585383293, 62.8030464569537]",50.65,smartboard,2024-11-30 09:36:27,22.08,37.75,0
32,7b1e9723-3e87-46f6-aa2f-03a02c658c31,speaking,94.68,7.35,2,4,"[0.5032769385547688, 0.5391101757513717, 0.28383082114275676, 0.6641223670583596, 0.42286825948859974]","[99.56451766743493, 48.01835152618879, 48.58856061896132]",36.12,tablet,2024-08-26 02:39:54,24.58,54.02,1
15,44d42aa7-15bd-48e2-9aa4-799672e91216,listening,78.05,7.75,5,3,"[0.6276119489026855, 0.543130343831124, 0.27308419550591545, 0.5175426371094018, 0.3212367283203172]","[91.48421498516547, 33.540681349634696, 95.22640145333723]",34.32,smartboard,2024-09-09 17:49:11,23.16,46.29,0
94,0313fa2e-38f0-4aa9-83dc-4dc75e3a51f6,writing,65.18,5.01,2,3,"[0.18923150104986153, 0.6606586397650436, 0.502186775680395, 0.8001864744138432, 0.29842343289943285]","[16.45660584293349, 40.63322309637678, 92.65853832183811]",44.07,wearable,2024-04-25 19:34:24,22.09,45.52,0
33,006a6c9d-60fc-4b16-8161-1e33f735b5f4,listening,63.37,9.88,0,3,"[0.699766574225427, 0.3568636616170803, 0.6272275547937199, 0.1985341294620946, 0.9692530019268252]","[17.478498788336594, 64.80303180552141, 24.545446253893044]",44.47,wearable,2024-03-24 06:56:54,23.88,50.2,0
27,c5b1592c-8ad4-40f3-8958-456bb13ba4eb,speaking,84.58,9.14,5,5,"[0.17076403989078226, 0.3978232892021757, 0.3234587316677614, 0.9892125658588794, 0.45045080170018614]","[73.26126992403988, 68.47251638810046, 21.208123747737773]",18.14,smartboard,2024-10-21 16:08:33,21.41,42.33,0
53,e3f6f890-46ec-4bf0-a2f1-8cf33273a525,writing,69.37,2.16,2,2,"[0.891453751126476, 0.9690488482427957, 0.40741334832841114, 0.40465619148292564, 0.10638263149693389]","[68.02506883303741, 82.54398957486288, 14.660830036000316]",13.78,tablet,2024-01-23 10:51:20,23.95,48.49,0
49,d6fb959d-4bf1-48af-b611-7be9030c229b,reading,61.79,6.98,4,5,"[0.3780259505593895, 0.43185263992376133, 0.7927582764671922, 0.8298416734053495, 0.46032096415584756]","[94.71529360063548, 40.64627179520722, 77.18360352301099]",31.61,wearable,2024-03-08 05:15:12,24.49,57.23,0
100,beae6b40-4b4d-4a3d-ba77-e670876a66bf,reading,63.5,9.49,4,4,"[0.8429813573683741, 0.8121796428814002, 0.2808202057169702, 0.8246072878791985, 0.8651194612165332]","[28.915033445415094, 95.22600783623237, 4.986014639916425]",13.25,wearable,2024-05-16 03:00:00,22.69,47.27,0
88,afbe092a-1118-461c-b73f-b860c05ce857,reading,85.81,2.14,2,1,"[0.9643300971599172, 0.14012928346072961, 0.22875575745106216, 0.11261306577345129, 0.6101725899646853]","[93.22668839209723, 66.59471660804643, 82.26574684804274]",5.73,tablet,2024-08-23 11:54:26,22.71,43.79,1
61,c2c6c383-e892-471d-aafd-c0e8c6cad5b3,reading,79.96,2.58,3,4,"[0.7159918249623767, 0.552898373372771, 0.7886339648751376, 0.5367615706555439, 0.2344434726037889]","[64.8256954077822, 17.238636210516624, 87.23945633548149]",38.72,tablet,2024-04-30 07:59:18,20.79,58.87,0
78,006bc2e4-b79e-459a-b2b7-95bf63127b9c,reading,80.73,2.58,4,5,"[0.6641496139735605, 0.3278790163115292, 0.8233241066895722, 0.8360398662095716, 0.9810526202691957]","[50.186953102450374, 45.495687972773716, 75.34756054464806]",12.29,smartboard,2024-02-05 05:30:38,22.73,46.39,0
43,dafb938c-dc90-448e-86dc-4c6650199ab8,reading,63.58,5.34,0,1,"[0.8679563187104817, 0.8705382597951943, 0.1893138984277129, 0.18164879447304777, 0.33642592930174176]","[87.47660625539935, 12.890258507349895, 71.99968026274462]",10.56,wearable,2024-02-19 19:20:52,23.12,40.68,0
37,d6483028-11ae-4ee5-b71b-fb15d187352e,writing,91.56,3.87,4,4,"[0.6752816464509639, 0.3121142811182965, 0.7422942548009384, 0.8863102311046739, 0.21412161921408404]","[86.65956885955035, 59.35752544142979, 12.711049086702397]",28.51,tablet,2024-05-23 01:32:15,20.8,51.01,1
76,1a9c1319-8261-4c84-a2fa-192a484358ba,writing,90.35,2.85,3,5,"[0.55552586742518, 0.8331625504233254, 0.9425467373958969, 0.562166080067593, 0.9552513012502664]","[53.56889704560298, 39.419049459990795, 84.82031285528954]",32.11,tablet,2024-10-28 17:37:23,22.36,44.71,1
39,8a6535a2-0c13-43f9-bf67-b9787ba13ab6,writing,93.87,8.66,2,3,"[0.46316799319619006, 0.3999698738834725, 0.5427352216352164, 0.6154952587633982, 0.31450348956519725]","[79.39550847155907, 48.648276573242285, 33.40455484199596]",10.88,wearable,2024-06-25 09:11:40,21.19,58.48,1
88,2bef691e-9a87-4a60-9f8a-6299dde084b4,reading,72.2,3.35,0,3,"[0.5146055124894939, 0.37637896902422385, 0.13164332524407474, 0.39083069555147554, 0.5896977615455218]","[55.17123720199669, 35.65589211768887, 44.73027562526006]",58.1,smartboard,2024-02-19 10:45:21,21.89,37.75,0
2,e0c4e5be-2ea5-4403-bc7d-be21b029b519,reading,69.74,5.66,0,5,"[0.7835681338452497, 0.2853893657696259, 0.7383665144266912, 0.11903484101447466, 0.47703968018555143]","[77.58650652027869, 33.873295577443145, 56.37371014453995]",16.27,smartboard,2024-02-02 09:37:50,23.71,31.57,0
64,4a1ee8a8-fb96-4438-bf3e-23895b1f5df3,listening,94.1,3.59,3,5,"[0.8869582285374976, 0.41727631717046565, 0.750415217027038, 0.3873027680075697, 0.9153205041111828]","[12.663712551837436, 17.85197892725987, 49.303012515880226]",9.51,tablet,2024-05-01 17:37:36,20.98,58.31,1
62,a8024459-8513-4a3e-a05f-88571a75f98d,speaking,99.06,5.01,5,2,"[0.930957418912542, 0.5903422081060886, 0.34276821928639034, 0.7321588489725388, 0.6930116259173714]","[98.91253191087334, 26.50472874092833, 67.20595026617355]",7.86,smartboard,2024-09-30 16:45:06,20.57,30.12,1
2,9ea891b9-d663-4690-8a11-fdc45f83ed2e,listening,99.98,8.42,1,1,"[0.8080507132601867, 0.5587534677593617, 0.37006037461489594, 0.23613785601640835, 0.3562072649618173]","[37.597122192913915, 75.6310096980294, 53.96617889031524]",9.26,wearable,2024-04-17 18:48:24,20.09,33.07,1
69,6f910d3e-4df2-411d-a468-0eb99ea55eb3,listening,76.42,9.47,5,4,"[0.6736622330882994, 0.8216433098879636, 0.5197371350540937, 0.4254994748755385, 0.19756033544496046]","[87.5933022186205, 78.31600290279029, 16.811809759772512]",33.17,smartboard,2024-09-12 00:26:40,22.44,48.75,0
8,36526e5e-a0da-418f-a398-45f63eda2d1e,listening,97.85,6.64,1,5,"[0.5861955401007567, 0.14529063964119757, 0.15661672841622154, 0.26861211219411, 0.12922369452257346]","[74.33528955700123, 72.3330303993963, 13.605623443164294]",50.98,smartboard,2024-06-21 06:11:58,20.77,39.04,1
98,6e201369-f7c9-4ff0-a9d0-b69ffb1dab93,listening,69.96,4.98,1,1,"[0.3291973893009657, 0.5400558337946069, 0.46666709321921684, 0.9879125417013939, 0.1503337151154031]","[14.218137638735161, 5.282589390860249, 62.58411949823758]",8.0,smartboard,2024-08-26 21:11:31,24.18,45.36,0
1,aa8065b7-702b-4c6b-94df-4214c162d9b5,writing,81.08,6.49,5,4,"[0.25373233567558967, 0.2779212728030388, 0.38693559058570426, 0.6341467742396663, 0.2891059983461931]","[11.633172713326124, 97.01168864184322, 2.1981814809622913]",49.15,wearable,2024-03-22 19:04:38,23.94,38.92,0
16,da86ef41-3c4b-461d-bc22-f03023e7f051,listening,65.43,3.17,3,4,"[0.7276884555134733, 0.6785259319775563, 0.8044711068262481, 0.9437330551591941, 0.7227346269399327]","[15.585153655144346, 24.344261676541066, 84.21937308731145]",16.51,tablet,2024-10-13 15:59:37,20.36,51.1,0
56,3188aefb-7466-4cef-b906-3ea1c3891669,listening,76.1,9.36,1,1,"[0.6852295639842954, 0.1813770800124947, 0.9530709105282946, 0.3327015372762213, 0.40349124136565717]","[40.2260413683542, 5.122429640431325, 49.65154222306049]",11.78,tablet,2024-09-28 16:14:15,22.0,40.52,0
14,513203ac-9d12-4b61-a489-181cf2450259,speaking,90.91,8.43,3,5,"[0.23807159415017923, 0.4298960686413036, 0.4360178449286486, 0.23626939954247655, 0.8186081545460715]","[70.72283283354233, 19.038178629703474, 36.6721908593799]",10.82,tablet,2024-03-31 15:57:20,23.14,33.64,1
10,1533231f-37ca-49c2-95a1-f18082d6ef85,reading,99.44,8.25,4,4,"[0.4512146946255956, 0.620707539051419, 0.9202076345947678, 0.5986893523562435, 0.25704863775815967]","[37.87033555811593, 84.31448650297455, 64.42130159896179]",40.79,smartboard,2024-02-25 11:04:52,24.33,56.82,1
33,1fc770ca-c2f1-4fc4-8280-094d79abfc87,writing,96.79,2.76,0,3,"[0.5897134017667909, 0.7664585690964867, 0.7812341606143124, 0.6460445817730035, 0.2501086016653068]","[79.74205539416643, 72.01113335149458, 8.613577154903629]",30.51,smartboard,2024-08-19 01:33:22,20.87,40.12,1
55,535f25c4-98fa-491e-93bf-6f09f168b313,writing,60.72,5.2,3,2,"[0.5948892290405894, 0.6576243335443781, 0.6971413106158391, 0.852662181792214, 0.29391661654815704]","[12.048182243846794, 85.15371718979256, 15.661281489264988]",58.61,tablet,2024-08-26 07:52:38,24.21,45.03,0
72,04fcb467-a291-40fa-96ac-0d522d31992f,writing,99.26,2.78,5,4,"[0.37275918505759154, 0.6744019735365503, 0.4150061816258609, 0.9355352967827126, 0.15906347936003581]","[54.941183206096454, 59.08662673951145, 65.27281237772242]",19.06,tablet,2024-05-19 15:21:50,21.82,55.31,1
20,3962a0c5-ff48-4113-b52a-fabcd4e68bfb,listening,67.8,8.61,3,5,"[0.6063898806124681, 0.7859687600746739, 0.7422466296371244, 0.2867603458463911, 0.6119314627904856]","[86.77231528050923, 43.211623680192936, 96.65907702233167]",29.87,tablet,2024-08-25 04:06:54,20.71,41.68,0
10,6cb0f951-d68f-4432-a022-224cd0bfa439,listening,98.07,4.56,0,4,"[0.8812883438803566, 0.8931256135137008, 0.41516787189876503, 0.17493189224556893, 0.7521021182429364]","[31.1512299013986, 78.29236142575724, 44.26548482604331]",31.69,tablet,2024-06-15 07:19:24,23.89,41.47,1
12,fa6389e1-6b9a-40cb-a70e-8866e1dfe29f,reading,77.73,5.01,3,1,"[0.430606463749552, 0.5733519192113135, 0.8279195000510357, 0.4255914807303093, 0.571829248483963]","[67.07273254426008, 26.9439446303655, 27.752280490239258]",56.34,wearable,2024-03-23 03:16:14,23.62,47.32,0
65,729362d2-de1a-4f51-9c70-d42b95e813ae,speaking,85.91,2.23,5,2,"[0.6562926690055272, 0.5585579859017817, 0.5911747118014922, 0.42348144414773536, 0.17332650794164772]","[19.33392336120522, 95.07447132126717, 40.8699562270934]",30.67,smartboard,2024-03-01 22:49:39,20.26,31.13,1
14,f0bd8204-9964-472d-953a-e743a0a3d2d1,speaking,88.69,6.3,5,4,"[0.55783538579464, 0.31881207738040185, 0.77027565846693, 0.2514129211976427, 0.270941269294918]","[46.07121713482755, 28.62798621119409, 24.746298123314638]",40.49,tablet,2024-06-05 05:42:15,23.25,54.74,1
82,fe608259-adc9-4356-944f-e278c1c3142e,writing,76.71,2.58,1,1,"[0.34629974642931194, 0.9820049168771352, 0.6366327177094319, 0.7387633763209183, 0.10662204666287309]","[51.820573218252086, 3.7528657531803122, 56.9230212091448]",55.64,smartboard,2024-08-09 07:59:03,24.84,46.22,0
54,8c7dbeae-3dee-4f4d-992e-9a877b444237,listening,78.33,9.56,1,3,"[0.7062488487970255, 0.15840935158456854, 0.5191530199007478, 0.31622051661787354, 0.5228238893038134]","[45.54655720063617, 58.2144802814742, 35.677049034925126]",14.03,wearable,2024-11-30 12:02:05,22.52,54.91,0
2,dd76f2bc-ee94-4b75-a275-f7b4f99a19ee,listening,86.56,4.71,4,4,"[0.9419707204829715, 0.920986814124264, 0.2884135594456889, 0.1354758266083267, 0.767177837515686]","[82.76102613491533, 96.78645659513553, 88.98363940883107]",38.03,wearable,2024-03-20 06:46:28,22.65,30.84,1
65,f772bbb1-1467-4234-9f79-dd32f7aa655b,writing,69.87,5.68,1,5,"[0.665653510075211, 0.6015266499865696, 0.7683723907135215, 0.35179023779833674, 0.6084573468872259]","[8.814224339079214, 41.366552358320696, 75.0160832954601]",43.14,tablet,2024-04-02 09:04:04,24.95,38.34,0
88,af6daab7-e4af-4542-afb9-a3b04b70b272,listening,79.93,4.64,3,5,"[0.49654280265325723, 0.8712551168824493, 0.7157881676696379, 0.8941970722128235, 0.2831599974986978]","[87.3361117841438, 5.976227417838443, 88.85992804371524]",23.1,smartboard,2024-10-06 21:50:23,21.57,45.36,0
40,23658bee-0eee-4a6b-9af5-e5fc6840ee8f,writing,97.63,2.38,2,5,"[0.41700787756367075, 0.8709147898150021, 0.45644902969192, 0.2792412078373603, 0.4823147631982706]","[38.55525014916693, 91.54162014667034, 76.19343757430971]",32.78,wearable,2024-04-20 09:43:05,24.94,43.96,1
64,358b13d0-476f-49d0-a413-8ec35484b5cb,writing,62.33,4.1,0,3,"[0.4924634321973813, 0.24121236173150812, 0.9528086136916387, 0.7901640080359957, 0.3414584803849954]","[59.08045335179158, 72.1449157109572, 94.1278928906798]",53.49,wearable,2024-09-11 08:06:55,22.58,53.24,0
14,bf3375b1-4004-4e86-81b5-9cd3bc8ef7cb,speaking,82.49,6.42,5,4,"[0.20326776250437273, 0.21352389221453688, 0.5765802535202117, 0.3419753904811059, 0.11893321221442177]","[72.28392039002122, 3.248659669016496, 59.52768411040545]",34.66,smartboard,2024-07-22 23:00:31,24.84,44.53,0
88,0e1d3aa9-01f0-4adb-acff-344742bd5e3f,speaking,62.54,6.41,1,1,"[0.8569865535544913, 0.9971643558532959, 0.4873088563201653, 0.3882688682470683, 0.915987967256799]","[19.124212907612137, 61.542891503292665, 40.57144241809477]",7.26,smartboard,2024-06-17 22:55:29,21.74,37.96,0
90,43a5c9c3-efc1-4503-bc33-6a05474aa0c7,reading,87.44,9.59,2,1,"[0.341242468640774, 0.8303193452365135, 0.14982383524456858, 0.5843089090358319, 0.16349505733890513]","[93.40329911306394, 76.63512805573902, 65.79499112045923]",50.31,smartboard,2024-06-26 22:20:12,23.24,59.07,1
48,bb701dce-847c-4992-a11a-e3592ac7df8e,speaking,88.56,9.4,2,2,"[0.5654187028095743, 0.2053579716836764, 0.5753599492807154, 0.21418554525678396, 0.6332441312587646]","[48.24930605276629, 62.25753978327817, 1.0046981054831594]",15.72,wearable,2024-02-07 18:15:04,22.46,58.52,1
96,33fb7eb1-d4d6-447d-b739-de5f283009d4,writing,75.34,5.39,2,2,"[0.7432264801059599, 0.6434134815575062, 0.3690335350884999, 0.46973475601068504, 0.2959298189715092]","[96.60214591302085, 13.063438155735973, 37.18367845664194]",6.42,tablet,2024-04-16 06:38:59,21.11,53.41,0
